SpeciesID,Taxon,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,species,Describer
718,Diplodonta orbella,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Ungulinoidea,Ungulinidae,,,Diplodonta,,orbella,(Gould 1851)
719,Diplodonta sericata,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Ungulinoidea,Ungulinidae,,,Diplodonta,,sericata,(Reeve 1850)
720,Thyasira flexuosa,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Lucinida,,,Thyasiroidea,Thyasiridae,,,Thyasira,,flexuosa,(Montagu 1803)
721,Thyasiridae sp LA1,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Lucinida,,,Thyasiroidea,Thyasiridae,,,Thyasiridae,,sp LA1,Cadien 1999 §
722,Adontorhina cyclia,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Lucinida,,,Thyasiroidea,Thyasiridae,,,Adontorhina,,cyclia,Berry 1947
723,Adontorhina lynnae,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Lucinida,,,Thyasiroidea,Thyasiridae,,,Adontorhina,,lynnae,Valentich Scott 2000
724,Adontorhina sphaericosa,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Lucinida,,,Thyasiroidea,Thyasiridae,,,Adontorhina,,sphaericosa,Scott 1986
725,Axinodon redondoensis,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Lucinida,,,Thyasiroidea,Thyasiridae,,,Axinodon,,redondoensis,(T. Burch 1941)
726,Axinopsida serricata,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Lucinida,,,Thyasiroidea,Thyasiridae,,,Axinopsida,,serricata,(Carpenter 1864)
727,Eucrassatella fluctuata,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Heteroconchia,Carditida,,,Crassatelloidea,Crassatellidae,Crassatellinae,,Eucrassatella,,fluctuata,(Carpenter 1864)
728,Cyclocardia barbarensis,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Heteroconchia,Carditida,,,Carditoidea,Carditidae,Venericardiinae,,Cyclocardia,,barbarensis,(Stearns 1890)
729,Cyclocardia crassidens,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Heteroconchia,Carditida,,,Carditoidea,Carditidae,Venericardiinae,,Cyclocardia,,crassidens,(Broderip & G. B. Sowerby I 1829)
730,Cyclocardia gouldii,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Heteroconchia,Carditida,,,Carditoidea,Carditidae,Venericardiinae,,Cyclocardia,,gouldii,(Dall 1903)
731,Cyclocardia ventricosa,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Heteroconchia,Carditida,,,Carditoidea,Carditidae,Venericardiinae,,Cyclocardia,,ventricosa,(Gould 1850)
732,Chama arcana,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Chamoidea,Chamidae,,,Chama,,arcana,Bernard 1976
736,Cymatioa electilis,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Galeommatoidea,Galeommatidae,,,Cymatioa,,electilis,(Berry 1963)
738,Kellia suborbicularis,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Galeommatoidea,Lasaeidae,,,Kellia,,suborbicularis,(Montagu 1803)
739,Lasaea adansoni,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Galeommatoidea,Lasaeidae,,,Lasaea,,adansoni,(Gmelin 1791)
744,Neaeromya compressa,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Galeommatoidea,Lasaeidae,,,Neaeromya,,compressa,(Dall 1899)
745,Sportellidae,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Galeommatoidea,Sportellidae,,,,,,
746,Neaeromya rugifera,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Galeommatoidea,Lasaeidae,,,Neaeromya,,rugifera,(Carpenter 1864)
747,Neaeromya californica,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Galeommatoidea,Lasaeidae,,,Neaeromya,,californica,(Dall 1899)
748,Rhamphidonta retifera,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Galeommatoidea,Lasaeidae,,,Rhamphidonta,,retifera,(Dall 1899)
759,Clinocardium nuttallii,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Cardioidea,Cardiidae,Clinocardiinae,,Clinocardium,,nuttallii,(Conrad 1837)
761,Laevicardium substriatum,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Cardioidea,Cardiidae,Laevicardiinae,,Laevicardium,,substriatum,(Conrad 1837)
762,Keenaea centifilosum,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Cardioidea,Cardiidae,Laevicardiinae,,Keenaea,,centifilosum,(Carpenter 1864)
763,Trachycardium quadragenarium,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Cardioidea,Cardiidae,Trachycardiinae,,Trachycardium,,quadragenarium,(Conrad 1837)
764,Callithaca tenerrima,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Veneridae,Venerinae,,Callithaca,,tenerrima,(Carpenter in Gould & Carpenter 1857)
765,Chione californiensis,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Veneridae,Venerinae,,Chione,,californiensis,(Broderip in Broderip & G. B. Sowerby I 1835)
766,Chione undatella,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Veneridae,Venerinae,,Chione,,undatella,(G. B. Sowerby I 1835)
767,Globivenus fordii,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Veneridae,Venerinae,,Globivenus,,fordii,(Yates 1890)
768,Irusella lamellifera,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Veneridae,Venerinae,,Irusella,,lamellifera,(Conrad 1837)
769,Leukoma laciniata,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Veneridae,Venerinae,,Leukoma,,laciniata,(Carpenter 1864)
770,Leukoma staminea,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Veneridae,Venerinae,,Leukoma,,staminea,(Conrad 1837)
771,Compsomyax subdiaphana,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Veneridae,Clementiinae,,Compsomyax,,subdiaphana,(Carpenter 1864)
772,Tivela stultorum,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Veneridae,Meretricinae,,Tivela,,stultorum,(Mawe 1823)
773,Nutricola confusa,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Veneridae,Pitarinae,,Nutricola,,confusa,(S. Gray 1982)
774,Nutricola cymata,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Veneridae,Pitarinae,,Nutricola,,cymata,(Dall 1913)
775,Nutricola lordi,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Veneridae,Pitarinae,,Nutricola,,lordi,(Baird 1863)
776,Nutricola ovalis,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Veneridae,Pitarinae,,Nutricola,,ovalis,(Dall 1902)
777,Nutricola tantilla,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Veneridae,Pitarinae,,Nutricola,,tantilla,(Gould 1853)
778,Pitar newcombianus,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Veneridae,Pitarinae,,Pitar,,newcombianus,(Gabb 1865)
779,Saxidomus nuttalli,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Veneridae,Pitarinae,,Saxidomus,,nuttalli,Conrad 1837
780,Venerupis philippinarum,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Veneridae,Tapetinae,,Venerupis,,philippinarum,(A. Adams & Reeve 1850)
781,Cooperella subdiaphana,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Petricolidae,,,Cooperella,,subdiaphana,(Carpenter 1864)
782,Petricola carditoides,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Petricolidae,,,Petricola,,carditoides,(Conrad 1837)
783,Petricola hertzana,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Veneroidea,Petricolidae,,,Petricola,,hertzana,Coan 1997
784,Tellina bodegensis,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Tellininae,,Tellina,,bodegensis,Hinds 1845
785,Tellina cadieni,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Tellininae,,Tellina,,cadieni,Valentich Scott & Coan 2000
786,Tellina sp B,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Tellininae,,Tellina,,sp B,SCAMIT 2001 º
787,Tellina idae,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Tellininae,,Tellina,,idae,Dall 1891
788,Tellina meropsis,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Tellininae,,Tellina,,meropsis,Dall 1900
789,Tellina modesta,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Tellininae,,Tellina,,modesta,(Carpenter 1864)
790,Tellina nuculoides,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Tellininae,,Tellina,,nuculoides,(Reeve 1854)
793,Macoma carlottensis,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Macominae,,Macoma,,carlottensis,Whiteaves 1880
794,Macoma indentata,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Macominae,,Macoma,,indentata,Carpenter 1864
795,Macoma nasuta,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Macominae,,Macoma,,nasuta,(Conrad 1837)
796,Macoma secta,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Macominae,,Macoma,,secta,(Conrad 1837)
797,Macoma yoldiformis,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Tellinidae,Macominae,,Macoma,,yoldiformis,Carpenter 1864
798,Donax gouldii,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Donacidae,,,Donax,,gouldii,Dall 1921
799,Gari californica,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Psammobiidae,,,Gari,,californica,(Conrad 1849)
800,Gari fucata,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Psammobiidae,,,Gari,,fucata,(Hinds 1845)
801,Nuttallia nuttallii,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Psammobiidae,,,Nuttallia,,nuttallii,(Conrad 1837)
802,Cumingia californica,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Semelidae,,,Cumingia,,californica,Conrad 1837
803,Semele decisa,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Semelidae,,,Semele,,decisa,(Conrad 1837)
804,Semele venusta,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Semelidae,,,Semele,,venusta,(Reeve 1853)
805,Semele rubropicta,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Semelidae,,,Semele,,rubropicta,Dall 1871
806,Theora lubrica,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Semelidae,,,Theora,,lubrica,Gould 1861
807,Solecurtus guaymasensis,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Solecurtidae,,,Solecurtus,,guaymasensis,(Lowe 1935)
808,Tagelus affinis,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Solecurtidae,,,Tagelus,,affinis,(C. B. Adams 1852)
809,Tagelus subteres,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Tellinoidea,Solecurtidae,,,Tagelus,,subteres,(Conrad 1837)
810,Solen rostriformis,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Solenoidea,Solenidae,,,Solen,,rostriformis,Dunker 1862
811,Solen sicarius,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Solenoidea,Solenidae,,,Solen,,sicarius,Gould 1850
812,Ensis myrae,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Solenoidea,Pharidae,,,Ensis,,myrae,Berry 1953
813,Siliqua lucida,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Solenoidea,Pharidae,,,Siliqua,,lucida,(Conrad 1837)
814,Mactromeris catilliformis,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Mactroidea,Mactridae,Mactrinae,,Mactromeris,,catilliformis,(Conrad 1837)
815,Mactromeris hemphilli,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Mactroidea,Mactridae,Mactrinae,,Mactromeris,,hemphilli,(Dall 1894)
816,Mactrotoma californica,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Mactroidea,Mactridae,Mactrinae,,Mactrotoma,,californica,(Conrad 1837)
817,Simomactra falcata,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Mactroidea,Mactridae,Mactrinae,,Simomactra,,falcata,(Gould 1850)
818,Simomactra planulata,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Mactroidea,Mactridae,Mactrinae,,Simomactra,,planulata,(Conrad 1837)
819,Tresus nuttallii,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Mactroidea,Mactridae,Lutrariinae,,Tresus,,nuttallii,(Conrad 1837)
820,Raeta undulata,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Mactroidea,Mactridae,Kymatoxinae,,Raeta,,undulata,(Gould 1851)
821,Mya arenaria,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Myoidea,Myidae,Myinae,,Mya,,arenaria,Linnaeus 1758
822,Platyodon cancellatus,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Myoidea,Myidae,Myinae,,Platyodon,,cancellatus,(Conrad 1837)
823,Cryptomya californica,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Myoidea,Myidae,Cryptomyinae,,Cryptomya,,californica,(Conrad 1837)
824,Sphenia fragilis,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Myoidea,Myidae,Cryptomyinae,,Sphenia,,fragilis,(H. & A. Adams 1854)
825,Sphenia luticola,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Myoidea,Myidae,Cryptomyinae,,Sphenia,,luticola,(Valenciennes 1846)
828,Grippina californica,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Myoidea,Spheniopsidae,,,Grippina,,californica,Dall 1912
829,Hiatella arctica,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Hiatelloidea,Hiatellidae,,,Hiatella,,arctica,(Linnaeus 1767)
831,Saxicavella nybakkeni,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Hiatelloidea,Hiatellidae,,,Saxicavella,,nybakkeni,Scott 1994
832,Saxicavella pacifica,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,,,Hiatelloidea,Hiatellidae,,,Saxicavella,,pacifica,Dall 1916
833,Netastoma rostratum,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Pholadoidea,Pholadidae,Jouannetiinae,,Netastoma,,rostratum,(Valenciennes 1846)
834,Xylophaga washingtona,MOLLUSCA,Conchifera,Bivalvia,Heterodonta,,Euheterodonta,Venerida,Neoheterodontei,,Pholadoidea,Pholadidae,Xylophaginae,,Xylophaga,,washingtona,Bartsch 1921
835,Pandora bilirata,MOLLUSCA,Conchifera,Bivalvia,,,,Pholadomyida,,,Pandoroidea,Pandoridae,,,Pandora,,bilirata,Conrad 1855
836,Pandora filosa,MOLLUSCA,Conchifera,Bivalvia,,,,Pholadomyida,,,Pandoroidea,Pandoridae,,,Pandora,,filosa,(Carpenter 1864)
838,Entodesma navicula,MOLLUSCA,Conchifera,Bivalvia,,,,Pholadomyida,,,Pandoroidea,Lyonsiidae,,,Entodesma,,navicula,(A. Adams & Reeve 1850)
840,Lyonsia californica,MOLLUSCA,Conchifera,Bivalvia,,,,Pholadomyida,,,Pandoroidea,Lyonsiidae,,,Lyonsia,,californica,Conrad 1837
841,Asthenothaerus diegensis,MOLLUSCA,Conchifera,Bivalvia,,,,Pholadomyida,,,Thracioidea,Thraciidae,,,Asthenothaerus,,diegensis,(Dall 1915)
842,Cyathodonta pedroana,MOLLUSCA,Conchifera,Bivalvia,,,,Pholadomyida,,,Thracioidea,Thraciidae,,,Cyathodonta,,pedroana,Dall 1915
843,Thracia curta,MOLLUSCA,Conchifera,Bivalvia,,,,Pholadomyida,,,Thracioidea,Thraciidae,,,Thracia,,curta,Conrad 1837
844,Thracia trapezoides,MOLLUSCA,Conchifera,Bivalvia,,,,Pholadomyida,,,Thracioidea,Thraciidae,,,Thracia,,trapezoides,Conrad 1849
845,Periploma discus,MOLLUSCA,Conchifera,Bivalvia,,,,Pholadomyida,,,Thracioidea,Periplomatidae,,,Periploma,,discus,Stearns 1890
846,Periploma planiusculum,MOLLUSCA,Conchifera,Bivalvia,,,,Pholadomyida,,,Thracioidea,Periplomatidae,,,Periploma,,planiusculum,G. B. Sowerby I 1834
847,Cardiomya lanieri,MOLLUSCA,Conchifera,Bivalvia,,,,,Septibranchia,,Cuspidaroidea,Cuspidariidae,,,Cardiomya,,lanieri,Strong & Hertlein 1937
848,Cardiomya pectinata,MOLLUSCA,Conchifera,Bivalvia,,,,,Septibranchia,,Cuspidaroidea,Cuspidariidae,,,Cardiomya,,pectinata,(Carpenter 1864)
849,Cardiomya planetica,MOLLUSCA,Conchifera,Bivalvia,,,,,Septibranchia,,Cuspidaroidea,Cuspidariidae,,,Cardiomya,,planetica,(Dall 1908)
850,Cuspidaria parapodema,MOLLUSCA,Conchifera,Bivalvia,,,,,Septibranchia,,Cuspidaroidea,Cuspidariidae,,,Cuspidaria,,parapodema,Bernard 1969
852,Plectodon scaber,MOLLUSCA,Conchifera,Bivalvia,,,,,Septibranchia,,Cuspidaroidea,Cuspidariidae,,,Plectodon,,scaber,Carpenter 1864
853,Haliris aequacostata,MOLLUSCA,Conchifera,Bivalvia,,,,,Septibranchia,,Verticordioidea,Verticordiidae,Verticordiinae,,Haliris,,aequacostata,(Howard 1950)
854,Trigonulina novemcostatus,MOLLUSCA,Conchifera,Bivalvia,,,,,Septibranchia,,Verticordioidea,Verticordiidae,Verticordiinae,,Trigonulina,,novemcostatus,(A. Adams & Reeve 1850)
855,Dallicordia alaskana,MOLLUSCA,Conchifera,Bivalvia,,,,,Septibranchia,,Verticordioidea,Verticordiidae,Lyonsiellinae,,Dallicordia,,alaskana,(Dall 1895)
856,Dermatomya tenuiconcha,MOLLUSCA,Conchifera,Bivalvia,,,,,Septibranchia,,Poromyoidea,Poromyidae,,,Dermatomya,,tenuiconcha,(Dall 1913)
857,Antalis pretiosa,MOLLUSCA,Conchifera,Scaphopoda,,,,Dentaliida,,,,Dentaliidae,,,Antalis,,pretiosa,(G. B. Sowerby II 1860)
858,Dentalium neohexagonum,MOLLUSCA,Conchifera,Scaphopoda,,,,Dentaliida,,,,Dentaliidae,,,Dentalium,,neohexagonum,Sharp & Pilsbry in Pilsbry & Sharp 1897
859,Dentalium vallicolens,MOLLUSCA,Conchifera,Scaphopoda,,,,Dentaliida,,,,Dentaliidae,,,Dentalium,,vallicolens,Raymond 1904
860,Rhabdus rectius,MOLLUSCA,Conchifera,Scaphopoda,,,,Dentaliida,,,,Rhabdidae,,,Rhabdus,,rectius,(Carpenter 1864)
861,Polyschides quadrifissatus,MOLLUSCA,Conchifera,Scaphopoda,,,,Gadilida,Gadilimorpha,,,Gadilidae,Siphonodentaliinae,,Polyschides,,quadrifissatus,(Pilsbry & Sharp 1898)
862,Cadulus californicus,MOLLUSCA,Conchifera,Scaphopoda,,,,Gadilida,Gadilimorpha,,,Gadilidae,Gadilinae,,Cadulus,,californicus,Pilsbry & Sharp 1898
863,Gadila aberrans,MOLLUSCA,Conchifera,Scaphopoda,,,,Gadilida,Gadilimorpha,,,Gadilidae,Gadilinae,,Gadila,,aberrans,(Whiteaves 1887)
864,Gadila tolmiei,MOLLUSCA,Conchifera,Scaphopoda,,,,Gadilida,Gadilimorpha,,,Gadilidae,Gadilinae,,Gadila,,tolmiei,(Dall 1897)
865,Compressidens stearnsii,MOLLUSCA,Conchifera,Scaphopoda,,,,Gadilida,Gadilimorpha,,,,,,Compressidens,,stearnsii,(Pilsbry & Sharp 1898)
866,Rossia pacifica,MOLLUSCA,Conchifera,Cephalopoda,Coleoidea,,Decabrachia,Sepioidea,Sepiolida,,,Sepiolidae,,,Rossia,,pacifica,Berry 1911
868,Gonatopsis borealis,MOLLUSCA,Conchifera,Cephalopoda,Coleoidea,,Decabrachia,Teuthida,Oegopsina,,,Gonatidae,,,Gonatopsis,,borealis,Sasaki 1923
869,Histioteuthis heteropsis,MOLLUSCA,Conchifera,Cephalopoda,Coleoidea,,Decabrachia,Teuthida,Oegopsina,,,Histioteuthidae,,,Histioteuthis,,heteropsis,(Berry 1913)
870,Opisthoteuthis sp A,MOLLUSCA,Conchifera,Cephalopoda,Coleoidea,,Octobrachia,Octopoda,Cirrata,,,Opisthoteuthidae,,,Opisthoteuthis,,sp A,Hochberg 1976 §
871,Octopus bimaculoides,MOLLUSCA,Conchifera,Cephalopoda,Coleoidea,,Octobrachia,Octopoda,Incirrata,,,Octopodidae,,,Octopus,,bimaculoides,Pickford & McConnaughey 1949
872,Octopus californicus,MOLLUSCA,Conchifera,Cephalopoda,Coleoidea,,Octobrachia,Octopoda,Incirrata,,,Octopodidae,,,Octopus,,californicus,(Berry 1911)
873,Octopus rubescens,MOLLUSCA,Conchifera,Cephalopoda,Coleoidea,,Octobrachia,Octopoda,Incirrata,,,Octopodidae,,,Octopus,,rubescens,Berry 1953
874,Octopus veligero,MOLLUSCA,Conchifera,Cephalopoda,Coleoidea,,Octobrachia,Octopoda,Incirrata,,,Octopodidae,,,Octopus,,veligero,Berry 1953
875,Siphonosoma ingens,SIPUNCULA,,Sipunculidea,,,,Sipunculiformes,,,,Sipunculidae,,,Siphonosoma,,ingens,(Fisher 1947)
876,Sipunculus nudus,SIPUNCULA,,Sipunculidea,,,,Sipunculiformes,,,,Sipunculidae,,,Sipunculus,,nudus,Linnaeus 1766
877,Golfingia margaritacea,SIPUNCULA,,Sipunculidea,,,,Golfingiformes,,,,Golfingiidae,,,Golfingia,,margaritacea,(M. Sars 1851)
878,Golfingia sp 1,SIPUNCULA,,Sipunculidea,,,,Golfingiformes,,,,Golfingiidae,,,Golfingia,,sp 1,Thompson 1985 §
879,Nephasoma diaphanes,SIPUNCULA,,Sipunculidea,,,,Golfingiformes,,,,Golfingiidae,,,Nephasoma,,diaphanes,(Gerould 1913)
880,Nephasoma eremita,SIPUNCULA,,Sipunculidea,,,,Golfingiformes,,,,Golfingiidae,,,Nephasoma,,eremita,(M. Sars 1851)
881,Thysanocardia nigra,SIPUNCULA,,Sipunculidea,,,,Golfingiformes,,,,Golfingiidae,,,Thysanocardia,,nigra,(Ikeda 1904)
882,Phascolion sp A,SIPUNCULA,,Sipunculidea,,,,Golfingiformes,,,,Phascolionidae,,,Phascolion,,sp A,(SCAMIT 1985) §
883,Themiste hennahi,SIPUNCULA,,Sipunculidea,,,,Golfingiformes,,,,Themistidae,,,Themiste,,hennahi,Gray 1828
884,Apionsoma misakianum,SIPUNCULA,,Phascolosomatidea,,,,Phascolosomatiformes,,,,Phascolosomatidae,,,Apionsoma,,misakianum,(Ikeda 1904)
885,Apionsoma sp SD1,SIPUNCULA,,Phascolosomatidea,,,,Phascolosomatiformes,,,,Phascolosomatidae,,,Apionsoma,,sp SD1,Pasko 1997 § 
886,Phascolosoma agassizii,SIPUNCULA,,Phascolosomatidea,,,,Phascolosomatiformes,,,,Phascolosomatidae,,,Phascolosoma,,agassizii,Keferstein 1866
887,Aspidosiphon (Paraspidosiphon) sp,SIPUNCULA,,Phascolosomatidea,,,,Aspidosiphoniformes,,,,Aspidosiphonidae,,,Aspidosiphon,(Paraspidosiphon),,
888,Nellobia eusoma,ECHIURA,,Echiuridea,,,,Bonelloinea,,,,Bonelliidae,,,Nellobia,,eusoma,Fisher 1946
